. she has 34
that i believe 34
it took a 34
was diagnosed with 34
and third , 34
other way around 34
. i realized 34
above all , 34
as many as 34
the stage . 34
brain . it 34
there was another 34
would not have 34
one - on 34
is , for 34
but what it 34
from there , 34
work that i 34
this process , 34
; which means 34
<NUM> out of 34
single day , 34
but the one 34
, which makes 34
comes from a 34
need to see 34
this is your 34
air , and 34
but i knew 34
all of your 34
were a lot 34
it , then 34
; m gonna 34
, all this 34
( applause ends 34
applause ends ) 34
; re often 34
do that for 34
kind of work 34
sure enough , 34
is how you 34
for the entire 34
well , for 34
for many of 34
the places where 34
why we have 34
not enough to 34
could have a 34
i love to 34
; s by 34
it possible for 34
in the winter 34
cities , and 34
to produce a 34
they all have 34
yes , the 34
there are things 34
people , you 34
s starting to 34
. i then 34
up , you 34
could do this 34
world . thank 34
the complexity of 34
billion people . 34
one is , 34
these kind of 34
and the u 34
s . government 34
her . she 34
as if we 34
at school , 34
, to say 34
it was at 34
see that we 34
would be in 34
. it started 34
who is the 34
cell phone , 34
that led to 34
. so once 34
know about you 34
because i thought 34
like that - 34
case , we 34
it will not 34
about , but 34
so i made 34
s go to 34
there ? & 34
can we make 34
can use the 34
and you may 34
once you have 34
you have that 34
we make it 34
years or so 34
on the day 34
of people - 34
always wanted to 34
just doesn & 34
stuff that & 34
large number of 34
the side , 34
good . so 34
about it in 34
; m hoping 34
make a lot 34
! i & 34
is the second 34
. we go 34
for the sake 34
in mind . 34
about . i 34
boys and girls 34
(applause) ( music 34
actually , in 34
if you ever 34
animals . and 34
mean , they 34
; what if 34
of education . 34
out . they 34
our country . 34
the market , 34
, so in 34
new type of 34
and the <NUM> 34
very well - 34
well that & 34
the project , 34
? i know 34
an architect , 34
of the mind 34
same amount of 34
because - - 34
i have my 34
. because they 34
think that , 34
could see the 34
and people who 34
i made it 34
; s his 34
let me explain 34
and that makes 34
. is there 34
it is - 34
that what i 34
to those who 34
of us is 34
may not have 34
and it just 34
; s talking 34
, if he 34
just to show 34
go in and 34
and around the 34
you name it 34
, he is 34
people are doing 34
used to have 34
and the future 34
at that , 34
that i will 34
; you see 34
on . & 34
family and friends 34
- i had 34
and he went 34
to tell a 34
of science and 34
of the top 34
call it & 34
, i discovered 34
in the amazon 34
see all the 34
we could take 34
is , this 34
, here are 34
. we knew 34
next to me 34
anyway , i 34
what i had 34
the day that 34
the job . 34
we have two 34
- a lot 34
look like the 34
in the neighborhood 34
it in their 34
make it happen 34
it took us 34
of over <NUM> 34
<NUM> year - 34
case , i 34
criminal justice system 34
he was <NUM> 34
in school . 34
for him to 34
of a man 34
the line . 34
is really , 34
, and certainly 34
course - - 34
us to make 34
s all i 34
how long it 34
the same for 34
the first question 34
we should not 34
because it means 34
may have been 34
or so . 34
(applause) bruno giussani 34
. you probably 34
, more or 34
body . so 34
interesting is that 34
, you guys 34
think he & 34
; ah , 34
; i just 34
bad news . 34
my job . 34
; re telling 34
a year later 34
this idea . 34
of the three 34
, a woman 34
women and girls 34
and eventually , 34
not only is 34
wanted to find 34
; re even 34
- i have 34
. at least 34
me . my 34
if there were 34
may be able 34
the best . 34
? is there 34
. another thing 34
, because at 34
. thanks very 34
there is also 34
would never have 34
we thought that 34
: if i 34
of science . 34
something that has 34
stand up and 34
our children , 34
is known as 34
s not something 34
we see , 34
i worked on 34
step back and 34
money . so 34
, your brain 34
us to see 34
turn on the 34
; s voice 34
the heart , 34
in a room 34
to go there 34
s about to 34
, a group 34
the health care 34
, people were 34
work together , 34
; re basically 34
big deal . 34
a few other 34
we had this 34
; d ever 34
it goes . 34
quot ; tell 34
before - - 34
. all you 34
lot . and 34
. so first 34
weeks ago . 34
trying to build 34
second , and 34
you can . 34
there . they 34
back , i 34
quarter of a 34
are a little 34
many of those 34
on the idea 34
that needs to 34
people who can 34
what would it 34
to put them 34
many other things 34
she was <NUM> 34
, how about 34
twice as much 34
a great example 34
what you find 34
learned is that 34
do , you 34
in my work 34
part of an 34
we know from 34
a book . 34
<NUM> , this 34
had never been 34
the most popular 34
bit of the 34
early on , 34
here , this 34
dna . and 34
of <NUM> to 34
. and suddenly 34
, it became 34
else in the 34
because they can 34
for the very 34
have had a 34
, with their 34
it was quite 34
, is very 34
no one had 34
the other half 34
up . they 34
i should have 34
the news , 34
is about . 34
of nature . 34
. since then 34
, into a 34
ve looked at 34
s disease , 34
you have all 34
world in a 34
and so many 34
quot ; give 34
and it didn 34
but i really 34
(laughter) you can 34
to read . 34
a big , 34
think that if 34
south africa . 34
about what is 34
of food . 34
well . we 34
, we asked 34
. so think 34
something wrong with 34
that most people 34
the game , 34
look forward to 34
you see how 34
. , etc 34
the department of 34
to get more 34
it . (applause) 34
go on the 34
of my family 34
. r . 34
these people . 34
that the earth 34
of god . 34
ve got <NUM> 34
the other <NUM> 34
to another . 34
nature . and 34
technology , we 34
, is one 34
can only be 34
you have your 34
music , and 34
yeah . i 34
going to school 34
he was very 34
exactly what i 34
well , he 34
have nothing to 34
high blood pressure 34
? rb : 34
a big difference 33
one i & 33
other . i 33
want to think 33
even the most 33
of <NUM> years 33
and one thing 33
in the words 33
see if it 33
said to her 33
when i get 33
home , i 33
she said that 33
fact that you 33
; (laughter) it 33
. (laughter) okay 33
put in the 33
i love it 33
okay , we 33
lot of this 33
- that the 33
t , and 33
as something that 33
in the meantime 33
still have a 33
t . & 33
you . they 33
not interested in 33
them up . 33
t afford to 33
it makes it 33
, all over 33
s not easy 33
to be good 33
important - - 33
know , like 33
the night , 33
out in a 33
seem to have 33
it off . 33
my mother . 33
thing , which 33
there are , 33
. but maybe 33
, how is 33
problem - - 33
ok , now 33
, and indeed 33
, the third 33
you . now 33
want us to 33
is the moment 33
s what he 33
at the back 33
see if they 33
point , and 33
in , the 33
i was one 33
life . you 33
to connect with 33
that make us 33
time for us 33
; s sitting 33
ever before . 33
question . and 33
a certain amount 33
actually have to 33
wife & # 33
other way . 33
way . you 33
a very strong 33
as you get 33
stuff . so 33
problem , but 33
especially if you 33
information that we 33
and didn & 33
, and before 33
. it sounds 33
being in a 33
have to talk 33
tried to get 33
to get better 33
, with my 33
the third thing 33
us that the 33
ways . so 33
the war . 33
, because as 33
to our own 33
so much so 33
on - one 33
know there & 33
. and guess 33
down , you 33
wife and i 33
technology . so 33
t . so 33
how on earth 33
so in order 33
; ll use 33
have a huge 33
that . in 33
next year . 33
we saw the 33
i got an 33
in my office 33
week , and 33
top , and 33
s okay . 33
of , you 33
to be something 33
a guy who 33
put together a 33
. he did 33
was such a 33
i fell in 33
, in other 33
day . the 33
left . and 33
the world will 33
the hospital , 33
go into a 33
depends on the 33
and what are 33
one . the 33
- - their 33
. not a 33
i asked the 33
; s move 33
m looking at 33
is this . 33
every aspect of 33
. we needed 33
and thank you 33
better way to 33
top of a 33
; s safe 33
master & # 33
really interesting . 33
see that they 33
exactly what you 33
is happening in 33
but that doesn 33
. and right 33
were looking for 33
- some of 33
a whole range 33
especially in the 33
is a beautiful 33
can use this 33
; s crazy 33
a right to 33
a multi - 33
network . and 33
. <NUM> million 33
. dr . 33
you could make 33
, how could 33
to a certain 33
much , and 33
i found this 33
m happy to 33
the only ones 33
: we are 33
change . it 33
. my first 33
was a man 33
right ? well 33
, now we 33
, i look 33
is my favorite 33
happened . i 33
people . this 33
is full of 33
, i spent 33
, non - 33
to say about 33
of them was 33
from the other 33
is not what 33
, each one 33
where is the 33
; re running 33
time in my 33
time , he 33
you , we 33
of the solution 33
; s fair 33
; s family 33
, well - 33
, how would 33
we do know 33
. my parents 33
, or when 33
we work with 33
how it is 33
, something like 33
and then that 33
, with an 33
right in front 33
world . what 33
blah blah blah 33
someone who has 33
with the rest 33
and women who 33
to prove that 33
you talk to 33
which is where 33
, the big 33
, what happened 33
people . now 33
the most . 33
of the national 33
. you look 33
. mt : 33
t have been 33
- - were 33
the night sky 33
all , you 33
morning , i 33
months ago . 33
it every day 33
seems like a 33
you went to 33
lot about the 33
loved it . 33
<NUM> countries . 33
all the data 33
, guess what 33
driver & # 33
. we might 33
their way to 33
here is what 33
later - - 33
are used to 33
and we made 33
a type of 33
i really wanted 33
stuff . but 33
systems . and 33
me , a 33
like to take 33
the best part 33
how & # 33
when i realized 33
the gap between 33
to stop . 33
on me , 33
, and basically 33
so basically , 33
; is this 33
. sometimes i 33
face - to 33
to - face 33
, they want 33
a journalist , 33
to become more 33
ocean , and 33
somebody who & 33
place . so 33
and find out 33
on mars , 33
the loss of 33
as if i 33
the money . 33
makes a difference 33
that ? because 33
. that , 33
i do know 33
do with a 33
the family . 33
are looking for 33
ocean . and 33
few years . 33
do not know 33
that so many 33
but i thought 33
could think of 33
of the many 33
we can turn 33
may be the 33
problems in the 33
and see the 33
the immune system 33
to put that 33
myself , and 33
to grow up 33
the women & 33
. come on 33
but they do 33
on a global 33
itself . so 33
the world can 33
in prison , 33
that i couldn 33
we , as 33
to college , 33
instead of a 33
; re spending 33
climate change is 33
that i wasn 33
a woman & 33
going to call 33
is that even 33
course , but 33
in the news 33
you have these 33
now look at 33
. (applause) bruno 33
did . so 33
but you see 33
and all this 33
when i did 33
, so many 33
, to my 33
by now , 33
. they even 33
got out of 33
the south pole 33
there could be 33
started to think 33
need you to 33
in the time 33
maybe there & 33
end of a 33
the perspective of 33
, less than 33
we can help 33
show you one 33
of how you 33
of the energy 33
change . so 33
spend most of 33
and they came 33
. are we 33
and we say 33
story . the 33
thirds of the 33
down . i 33
is more important 33
all the rest 33
. (laughter) no 33
can think about 33
; re beginning 33
much as we 33
, which have 33
has the same 33
day , but 33
story , but 33
i am in 33
top - down 33
a hard time 33
to fight for 33
and now they 33
machine . and 33
of the ground 33
and so here 33
so here i 33
i can take 33
s a question 33
we can measure 33
from it , 33
he had the 33
in the computer 33
far away from 33
and i tried 33
a . i 33
do you mean 33
- the first 33
going to run 33
good . it 33
<NUM> and a 33
have it , 33
we call them 33
since i & 33
of the sky 33
from here , 33
a place for 33
get used to 33
, you put 33
; s essentially 33
they try to 33
the oceans . 33
there are very 33
. he can 33
the first , 33
and what about 33
as i can 33
when they do 33
work in a 33
also in the 33
it is actually 33
human rights , 33
these are people 33
. we talk 33
s another one 33
new kinds of 33
it because it 33
; re developing 33
of the air 33
appears to be 33
important thing is 33
need to put 33
do . now 33
just about the 33
hundreds and hundreds 33
be a lot 33
or not ? 33
going to leave 33
x - rays 33
after <NUM> / 33
? what does 33
a straight line 33
from . and 33
good or bad 33
people . in 33
of human beings 33
and you think 33
. it starts 33
in my opinion 33
and all those 33
can give you 33
of those , 33
is where you 33
and do it 33
day , you 33
it for you 33
our world , 33
of africa . 33
our planet , 33
re not the 33
good . (laughter) 33
make a living 33
world that & 33
african - americans 33
getting out of 33
with you a 33
just a matter 33
the civil war 33
of the environment 33
six years ago 33
, as he 33
about <NUM> or 33
even have a 33
after that . 33
person . and 33
black hole . 33
<NUM> meters , 33
where they can 33
this is now 33
a mobile phone 33
and for a 33
; t usually 33
words , the 33
work that we 33
that in this 33
hand side , 33
like to leave 33
to change it 33
, very different 33
that is really 33
things like the 33
; ve even 33
went , & 33
; because it 33
the stage , 33
, does it 33
for , and 33
i give you 33
you want a 33
that they didn 33
s the idea 33
are today . 33
five to <NUM> 33
i put my 33
here , there 33
to do for 33
and then one 33
us . that 33
in afghanistan , 33
the goal is 33
, they found 33
; re familiar 33
one more time 33
goes back to 33
had a big 33
is to try 33
in . it 33
can take the 33
. (applause) ca 33
on the order 33
ago , but 33
the difference . 33
, i go 33
on the door 33
me ♫ ♫ 33
if you believe 33
the same is 33
machine , and 33
we have seen 33
at <NUM> feet 33
men , and 32
that was <NUM> 32
quite a few 32
; s obvious 32
and the right 32
sides of the 32
s interesting about 32
to say is 32
across the globe 32
the nervous system 32
i came across 32
know i & 32
that of the 32
lo and behold 32
go all the 32
this guy . 32
re not really 32
however , the 32
, in every 32
. . ( 32
at you , 32
they have an 32
in the eye 32
i put it 32
, where , 32
how much you 32
one , we 32
people . you 32
she was the 32
the two of 32
about it and 32
; re done 32
earth - - 32
in silicon valley 32
water - - 32
of them in 32
for life . 32
time and space 32
(laughter) it was 32
was no longer 32
that will help 32
by saying , 32
people i & 32
number one . 32
one . (laughter) 32
quot ; take 32
re a little 32
this happen ? 32
is to look 32
to be my 32
all that , 32
looking at . 32
who are you 32
t happen . 32
people with the 32
when i looked 32
in a box 32
and he looked 32
can do about 32
which is about 32
s never been 32
t say , 32
to keep them 32
not only did 32
a reality . 32
in the corner 32
is wrong . 32
thought that i 32
society , and 32
one and a 32
i can be 32
me to a 32
in what we 32
but we didn 32
looking at is 32
- that you 32
and it could 32
and when that 32
access to a 32
quot ; even 32
ll come back 32
we can ask 32
with what we 32
so those are 32
, and probably 32
? i can 32
, and will 32
to share a 32
; s her 32
the field . 32
you in this 32
of it ? 32
, he told 32
trial and error 32
life . now 32
? you see 32
out of school 32
with people . 32
? how would 32
. this year 32
that the brain 32
of which is 32
, just the 32
only going to 32
the combination of 32
, called & 32
our own . 32
i do believe 32
want to . 32
a time of 32
what we get 32
we put them 32
to see is 32
back to me 32
m saying is 32
last time you 32
important that we 32
we end up 32
with my family 32
’ s not 32
. for one 32
the behavior of 32
. as soon 32
to find ways 32
it . for 32
can kind of 32
possible . so 32
but the way 32
million dollars , 32
in japan , 32
people in a 32
it was amazing 32
down there , 32
. it gets 32
that sense of 32
to learn that 32
up . you 32
over . and 32
- - will 32
you happen to 32
a girl , 32
your mind , 32
there are hundreds 32
are hundreds of 32
that it had 32
; ve thought 32
all you need 32
but look at 32
love , and 32
. to the 32
lived in a 32
to rely on 32
go through this 32
and make them 32
re at the 32
think that you 32
, everything is 32
now , our 32
they hadn & 32
one example of 32
to what you 32
talked about , 32
is a photograph 32
about it - 32
- we had 32
we had an 32
, <NUM> to 32
thought to be 32
throughout the world 32
, but very 32
our sense of 32
that was just 32
our children . 32
other , but 32
etc . and 32
for me was 32
. the u 32
this is & 32
science . and 32
sense , and 32
oh , it 32
very few people 32
months . and 32
very different than 32
into the brain 32
: . . 32
i was growing 32
you would see 32
, you got 32
) thank you 32
love . and 32
first person to 32
the implications of 32
when it came 32
it came to 32
; where are 32
started with a 32
so much time 32
to see me 32
the moment that 32
in here . 32
people who do 32
real life . 32
human beings are 32
she said to 32
make it to 32
water . it 32
. but is 32
works . so 32
, to understand 32
hope that you 32
as i could 32
the land . 32
changing the way 32
a man . 32
at it and 32
back at the 32
important to me 32
but what was 32
to me was 32
a little too 32
also know that 32
the 1970s , 32
know what that 32
the ways in 32
and . . 32
, i say 32
them , it 32
in on the 32
at the level 32
. together , 32
. the answer 32
time . that 32
a question : 32
mean , what 32
countries around the 32
s not good 32
/ <NUM> . 32
, in part 32
but the most 32
come up to 32
i can show 32
as they were 32
and she has 32
allow me to 32
of my colleagues 32
way that & 32
that should be 32
just that . 32
of economic growth 32
companies , and 32
called it & 32
more interested in 32
interested in this 32
to change their 32
believe that this 32
in which he 32
people all over 32
the term & 32
much the same 32
i can go 32
and he is 32
us a lot 32
what does the 32
america . and 32
to change that 32
how much money 32
<NUM> miles away 32
away . i 32
i came out 32
idea . i 32
first , the 32
of the box 32
true . i 32
you to know 32
well , my 32
they talk about 32
sense of self 32
(laughter) no , 32
york , and 32
a big part 32
my whole life 32
people are not 32
we should all 32
is responsible for 32
in that sense 32
with something that 32
i happened to 32
he said he 32
about me . 32
those days , 32
- it is 32
kids - - 32
do what you 32
world a better 32
what people are 32
no matter where 32
(applause) and i 32
in english , 32
you have seen 32
way . this 32
for the new 32
, that people 32
working at the 32
the moment of 32
. we decided 32
in , it 32
of life in 32
knew how to 32
a photograph of 32
and since then 32
is just as 32
? so that 32
and well - 32
; re up 32
; t eat 32
what the world 32
now here & 32
men . and 32
the work . 32
because i believe 32
side by side 32
right thing . 32
this . if 32
my team and 32
. so from 32
on time . 32
me that the 32
to go for 32
go for a 32
new way to 32
. i even 32
than half of 32
on the line 32
last thing i 32
way of life 32
well , so 32
but the question 32
; t got 32
. a very 32
us to get 32
because it doesn 32
one way or 32
it , as 32
together to make 32
one side , 32
use it , 32
how this works 32
, together with 32
of the real 32
that we put 32
s really the 32
one , you 32
. they come 32
would have thought 32
me . we 32
in the open 32
did it , 32
, the less 32
you think the 32
i went and 32
can go and 32
know they & 32
in a <NUM> 32
the notion that 32
in <NUM> countries 32
of life and 32
my lab , 32
people think about 32
year , <NUM> 32
re not talking 32
and i mean 32
you , this 32
because we know 32
know . it 32
that i started 32
; as a 32
; did you 32
are more than 32
this means is 32
re beginning to 32
quot ; have 32
to ted . 32
a video game 32
this was in 32
so when the 32
a place like 32
version of this 32
point in time 32
in the bottom 32
them on a 32
i thought this 32
you ♫ ♫ 32
but most importantly 32
of time to 32
and maybe even 32
really important , 32
, because now 32
quot ; ♫ 32
we were just 32
they get a 32
are they going 32
, had a 32
the feeling of 32
then the next 32
s the reason 32
we use it 32
that by the 32
and i spent 32
; t recognize 32
the global economy 32
technology . we 32
to slow down 32
to be ? 32
a graduate student 32
let me go 32
those things that 32
a great idea 32
of the matter 32
he was able 32
up with some 32
to put this 32
? (laughter) i 32
year later , 32
, although it 32
is still a 32
it was too 32
quot ; hello 32
; is that 32
are the only 32
do you really 32
the international community 32
and about <NUM> 32
god . & 32
have all these 32
thought , what 32
and they could 32
a billion dollars 32
the world we 32
; t learn 32
done . and 32
and where we 32
body & # 32
that allow us 32
. we looked 32
though i & 32
the disease . 32
an open - 32
anything like that 32
. and everybody 32
the people and 32
much - - 32
and he told 32
, and found 32
he had been 32
and want to 32
, did you 32
; t changed 32
something a little 32
they are doing 32
. but once 32
you to look 32
, is we 32
is from a 32
by and large 32
: <NUM> percent 32
end of that 32
; if we 32
a really long 32
times . so 32
they tried to 32
put together . 32
s an important 32
the brain of 32
enough , and 32
do i mean 32
to do better 32
do something , 32
no longer a 32
colleagues and i 32
and be able 32
ever going to 32
in the village 32
this time . 32
? did you 32
move on to 32
planet . so 32
these people who 32
ago , it 32
do that with 32
the milky way 32
we think the 32
and the internet 32
into a new 32
in the 1960s 32
of the public 32
it starts to 32
but first , 32
, using the 32
of a million 32
of the food 32
thing . & 32
ground . and 32
, and & 32
a ton of 32
of what a 32
put them together 32
. those of 32
years , that 32
. cr : 32
we go back 32
, we built 32
. he doesn 32
. back in 32
the stock market 32
- and in 32
(applause) this is 32
sound of the 32
morton bast so 32
top of it 32
and each of 32
; d want 32
. rm : 32
make sense . 32
me . this 32
too , but 32
this stuff is 32
then i realized 32
<NUM> - dollar 32
internet . and 32
the position of 32
one year , 32
same is true 32
the nobel prize 32
of a child 32
of life on 32
pretty much the 31
you and your 31
. but again 31
is the right 31
follow - up 31
them , or 31
the amazing thing 31
i have two 31
la la la 31
fact , he 31
while we & 31
is the time 31
show of hands 31
that in order 31
to follow the 31
and they found 31
that means we 31
talk to people 31
i still have 31
your cell phone 31
number three : 31
to make , 31
you have in 31
can imagine . 31
while we were 31
real time , 31
was happening . 31
; s many 31
figuring out how 31
quot ; me 31
to feel like 31
might as well 31
and again and 31
ourselves , and 31
out what the 31
look at their 31
going to create 31
, for that 31
mother , and 31
i show you 31
, believe it 31
who have a 31
and what does 31
s looking at 31
- thank you 31
you know this 31
; ve changed 31
in space . 31
space . so 31
that question . 31
and we now 31
and when she 31
learn a lot 31
? how could 31
they aren & 31
the corner of 31
; s eye 31
, i try 31
really didn & 31
, they need 31
, where are 31
that to the 31
moment - - 31
they also have 31
going to let 31
to the human 31
; it doesn 31
to remind you 31
process , we 31
while it & 31
and then at 31
the world : 31
in sub - 31
now . the 31
the tools that 31
moment in time 31
we just need 31
, using a 31
planet . we 31
matter . and 31
i love my 31
year . this 31
i also think 31
job . i 31
going to solve 31
that we didn 31
we made it 31
can do better 31
made in the 31
and we go 31
so you know 31
to move forward 31
also - - 31
you could actually 31
the technology , 31
. and yes 31
want to try 31
there are actually 31
result of the 31
find ways to 31
so they don 31
i started this 31
too late . 31
as the world 31
to change your 31
a change in 31
even when we 31
bit , and 31
stories , and 31
to do when 31
, and still 31
had to learn 31
the limits of 31
. he went 31
from that , 31
; s story 31
right . we 31
image of a 31
than it was 31
s disease . 31
has never been 31
come to this 31
year . the 31
why should we 31
, have you 31
point , we 31
, we live 31
of happiness . 31
that have the 31
. they put 31
save the world 31
rather than a 31
something i & 31
i work in 31
, they come 31
to feel that 31
our cities . 31
in a time 31
example . this 31
ground , and 31
made it to 31
for the better 31
is to go 31
, and especially 31
tell us what 31
time . if 31
. why did 31
to what & 31
to move to 31
in trouble . 31
to <NUM> times 31
just like we 31
may not know 31
light . so 31
year . we 31
you could take 31
dollars - - 31
. no matter 31
will be more 31
i was still 31
up to us 31
much as i 31
, starting with 31
kid & # 31
model of the 31
a ph . 31
give us the 31
how to read 31
people out there 31
you & quot 31
of these is 31
? these are 31
quot ; love 31
i understand that 31
height of the 31
the questions that 31
she was in 31
too . & 31
around them , 31
of the worst 31
? could we 31
to reach the 31
of how the 31
universe , and 31
make a decision 31
, it took 31
change . but 31
to communicate with 31
need is a 31
computer . and 31
of human history 31
for the environment 31
to the idea 31
and we really 31
you . that 31
wrong . i 31
than others . 31
the room and 31
to her . 31
know anything about 31
yeah , you 31
what it feels 31
, yeah ? 31
, when there 31
- yeah , 31
the one you 31
- - three 31
child , i 31
for the same 31
a society that 31
they do ? 31
example of what 31
of all time 31
interesting , because 31
, my parents 31
went to school 31
the solution to 31
for the poor 31
answer to the 31
of music , 31
this thing called 31
world and the 31
up to be 31
i told her 31
because of its 31
of things to 31
and their families 31
. and last 31
of the poorest 31
we discovered that 31
can get to 31
off of the 31
here and there 31
well , not 31
and he goes 31
, one , 31
we can begin 31
used to make 31
way to think 31
, where do 31
, is actually 31
was on a 31
; worth of 31
, and yes 31
on a scale 31
we go through 31
? do they 31
look a little 31
of power . 31
i felt that 31
reminds me of 31
around . so 31
the only person 31
; but that 31
<NUM> - pound 31
; s come 31
bad news is 31
as it were 31
and make sure 31
, because our 31
like you , 31
for the other 31
out , & 31
with this ? 31
. we said 31
, <NUM> hours 31
, when my 31
t go into 31
it down . 31
know , he 31
first , it 31
, because all 31
, education , 31
real - world 31
can - - 31
, on this 31
- - everyone 31
to the way 31
go . i 31
we have our 31
for <NUM> percent 31
today is that 31
be the only 31
we take this 31
do . this 31
your brain , 31
could look at 31
, what will 31
. do we 31
, we realized 31
there is so 31
something about this 31
greater than the 31
they began to 31
call it , 31
i have one 31
did - - 31
we have that 31
<NUM> pounds of 31
and they start 31
he asked me 31
, and somebody 31
so at the 31
in all these 31
guy , and 31
could do . 31
- - yes 31
work . the 31
the fall of 31
. he wrote 31
that that is 31
stay in the 31
work together . 31
because of our 31
for so many 31
almost <NUM> percent 31
your time . 31
well , of 31
is how to 31
, and give 31
question - - 31
, they think 31
; ll probably 31
you that this 31
so , why 31
seems to have 31
. as it 31
times as much 31
is you can 31
which we have 31
them together , 31
; (laughter) he 31
. but those 31
of people around 31
around me , 31
she looked at 31
in the sea 31
it . all 31
i was living 31
as we have 31
to how we 31
that when the 31
to keep it 31
to use that 31
s important for 31
every single year 31
. all this 31
this picture is 31
to bring it 31
. . but 31
and it takes 31
, a small 31
we took the 31
; ll know 31
the sun and 31
they started to 31
of hope . 31
week . and 31
, we make 31
and doesn & 31
: in the 31
the challenge of 31
take a moment 31
a moment to 31
we can just 31
; s home 31
of these two 31
quot ; wait 31
. what that 31
it said , 31
this to the 31
he has to 31
ve created a 31
how does that 31
i was with 31
my entire life 31
, over time 31
be there , 31
relationship with the 31
of the land 31
to wait for 31
in one place 31
and here i 31
i learned a 31
to join the 31
what we should 31
what he was 31
; s surface 31
we are living 31
; we need 31
economy , and 31
one third of 31
said to him 31
make it work 31
they were , 31
quot ; star 31
end , and 31
is where it 31
but really , 31
just <NUM> years 31
earth . it 31
country . so 31
and that has 31
few weeks ago 31
first thing is 31
s only a 31
the ministry of 31
- <NUM> years 31
for - profit 31
; ve asked 31
and after the 31
go up to 31
, to keep 31
books , and 31
all the answers 31
this , this 31
which is <NUM> 31
. the united 31
the same size 31
to the front 31
make a little 31
as we get 31
good , and 31
are beginning to 31
story of a 31
i would not 31
us to go 31
to understand and 31
an attempt to 31
without having to 31
not just because 31
the world through 31
get access to 31
great , but 31
africa - - 31
here we see 31
it . one 31
. the internet 31
you that we 31
years . that 31
here , that 31
re having a 31
the family , 31
s the world 31
what other people 31
have to put 31
century . and 31
. they thought 31
t know whether 31
old - fashioned 31
and so for 31
we see is 31
how we could 31
this technology . 31
has its own 31
a dream . 31
me . they 31
would have had 31
and we actually 31
one - third 31
company . and 31
for each of 31
was talking to 31
s all the 31
to an end 31
you look in 31
you have any 31
what he said 31
, now i 31
year <NUM> . 31
we are seeing 31
and for those 31
it . then 31
the world at 31
i really believe 31
has changed . 31
they can use 31
point . and 31
so , my 31
. they took 31
information about the 31
in this new 31
turned into a 31
was very , 31
play , and 31
project . it 31
if they have 31
space and time 31
just in case 31
the range of 31
about it : 31
the most dangerous 31
with the most 31
the voice of 31
up from the 31
what would i 31
, why are 31
, many years 31
there is still 31
real life , 31
s a long 31
. they actually 31
went out to 31
a doctor , 31
go back . 31
on and off 31
had never seen 31
. we still 31
had a chance 31
do , which 31
( & quot 31
i took my 31
s in a 31
working on it 31
the summer of 31
you doing ? 31
we know we 31
<NUM> . he 31
would you say 31
information . so 31
s why they 31
relationship between the 31
it seemed to 31
. the difference 31
you put them 31
the video , 31
the potential for 31
the dalai lama 31
of them as 31
, they took 31
all the world 31
science - - 31
the same with 31
come from . 31
, wait , 31
all this is 31
good . but 31
we could be 31
voice <NUM> : 31
that i showed 31
la li la 31
in mind that 30
fact , one 30
, making it 30
so how can 30
to take their 30
. interestingly , 30
way we can 30
you would think 30
now and then 30
said that he 30
go . (laughter) 30
as i mentioned 30
. they use 30
the way through 30
is basically a 30
. sadly , 30
. he got 30
pop - up 30
the space , 30
turns out there 30
- when you 30
when you want 30
was written by 30
through all of 30
to the most 30
the most , 30
the same place 30
my home . 30
interesting to me 30
from the top 30
. the two 30
; s exciting 30
, and having 30
s an interesting 30
cells - - 30
that on the 30
; s having 30
, but really 30
thing . this 30
that means , 30
for me and 30
culture , and 30
, or as 30
put it , 30
know where to 30
that it will 30
<NUM> , or 30
are , but 30
t look at 30
? or is 30
to move the 30
and it looks 30
he was like 30
you that you 30
percent of americans 30
lives . i 30
from one another 30
time to get 30
going to learn 30
; mom , 30
there were some 30
re not a 30
need to work 30
of their life 30
, what a 30
we started a 30
. what a 30
, the biggest 30
problem . & 30
do ? i 30
the most difficult 30
and other people 30
learn more about 30
not . so 30
how to take 30
this is . 30
and not a 30
age , and 30
. we start 30
just like this 30
on the continent 30
and non - 30
. let us 30
it ? so 30
the challenge is 30
and i never 30
wish i could 30
- - first 30
is an important 30
about is the 30
to be - 30
out . (laughter) 30
to solve problems 30
, we made 30
. all that 30
right now to 30
to death . 30
i work on 30
to where we 30
future , we 30
t . we 30
, that doesn 30
there are the 30
trying to say 30
to understand why 30
questions like , 30
question that i 30
you find that 30
million dollars in 30
t get a 30
last week , 30
and as soon 30
allows me to 30
to let go 30
might think , 30
of art . 30
which is in 30
area , and 30
standing in the 30
. the reality 30
washington , d 30
what they call 30
likely to have 30
out , because 30
. it used 30
in to the 30
response to the 30
. we find 30
are not only 30
take you through 30
i learned from 30
- he was 30
of design , 30
know this . 30
one side of 30
; t build 30
you may know 30
and get it 30
. this picture 30
your attention . 30
the <NUM> years 30
of the process 30
of the key 30
idea . it 30
always going to 30
why did i 30
a day of 30
quot ; hmm 30
of doing it 30
m a little 30
we are to 30
the trees , 30
were the first 30
of energy , 30
back to our 30
<NUM> to the 30
this for the 30
; s us 30
out at the 30
and the results 30
of people to 30
life , you 30
; ll all 30
people at the 30
: can we 30
put on a 30
the media lab 30
are a couple 30
; d do 30
, this will 30
of times , 30
go in the 30
. this will 30
